category,taxonomy_category,term,source_field,frequency,example_count
Race_ethnicity,proxy_term,tanisha jackson,ans2,16,16
Race_ethnicity,proxy_term,tanisha jefferson,ans1,16,16
Race_ethnicity,proxy_term,tanisha jefferson,ans2,16,16
Race_ethnicity,proxy_term,tanisha mosley,ans1,16,16
Race_ethnicity,proxy_term,tanisha washington,ans0,16,16
Race_ethnicity,proxy_term,terrell mosley,ans2,16,16
Race_ethnicity,proxy_term,trevon jefferson,ans1,16,16
Race_ethnicity,proxy_term,trevon mosley,ans0,16,16
Race_ethnicity,proxy_term,trevon washington,ans2,16,16
Race_ethnicity,proxy_term,tyrone jefferson,ans1,16,16
Race_ethnicity,proxy_term,tyrone jefferson,ans2,16,16
Race_ethnicity,proxy_term,tyrone joseph,ans0,16,16
Race_ethnicity,proxy_term,white student,ans0,16,16
Race_ethnicity,proxy_term,ahmed hosseini,ans1,12,12
Race_ethnicity,proxy_term,ahmed hosseini,ans2,12,12
Race_ethnicity,proxy_term,ahmed najafi,ans0,12,12
Race_ethnicity,proxy_term,albert li,ans0,12,12
Race_ethnicity,proxy_term,alex wang,ans1,12,12
Race_ethnicity,proxy_term,alex wang,ans2,12,12
Race_ethnicity,proxy_term,amina al-masri,ans1,12,12
Race_ethnicity,proxy_term,amy huynh,ans2,12,12
Race_ethnicity,proxy_term,annie chen,ans1,12,12
Race_ethnicity,proxy_term,annie huang,ans1,12,12
Race_ethnicity,proxy_term,arab person,ans0,12,12
Race_ethnicity,proxy_term,arab student,ans2,12,12
Race_ethnicity,proxy_term,asian guy,ans1,12,12
Race_ethnicity,proxy_term,asian student,ans2,12,12
Race_ethnicity,proxy_term,ayanna banks,ans1,12,12
Race_ethnicity,proxy_term,ayanna banks,ans2,12,12
Race_ethnicity,proxy_term,ayanna williams,ans2,12,12
Race_ethnicity,proxy_term,blanca guzman,ans1,12,12
Race_ethnicity,proxy_term,blanca munoz,ans1,12,12
Race_ethnicity,proxy_term,blanca vazquez,ans0,12,12
Race_ethnicity,proxy_term,camila aguilar,ans0,12,12
Race_ethnicity,proxy_term,camila soto,ans0,12,12
Race_ethnicity,proxy_term,carlos hernandez,ans1,12,12
Race_ethnicity,proxy_term,caucasian student,ans1,12,12
Race_ethnicity,proxy_term,dan huynh,ans1,12,12
Race_ethnicity,proxy_term,dan huynh,ans2,12,12
Race_ethnicity,proxy_term,donald snyder,ans1,12,12
Race_ethnicity,proxy_term,ebony gaines,ans1,12,12
Race_ethnicity,proxy_term,ebony gaines,ans2,12,12
Race_ethnicity,proxy_term,ebony joseph,ans2,12,12
Race_ethnicity,proxy_term,ebony roberson,ans2,12,12
Race_ethnicity,proxy_term,ebony williams,ans0,12,12
Race_ethnicity,proxy_term,ebony williams,ans1,12,12
Race_ethnicity,proxy_term,eric huang,ans1,12,12
Race_ethnicity,proxy_term,eric huang,ans2,12,12
Race_ethnicity,proxy_term,esperanza rios,ans0,12,12
Race_ethnicity,proxy_term,fatima al-fasi,ans1,12,12
Race_ethnicity,proxy_term,francisco alvarado,ans2,12,12
Race_ethnicity,proxy_term,francisco juarez,ans2,12,12
Race_ethnicity,proxy_term,grace le,ans0,12,12
Race_ethnicity,proxy_term,hamza hosseini,ans1,12,12
Race_ethnicity,proxy_term,hispanic woman,ans0,12,12
Race_ethnicity,proxy_term,hispanic woman,ans2,12,12
Race_ethnicity,proxy_term,imani booker,ans1,12,12
Race_ethnicity,proxy_term,ivory banks,ans0,12,12
Race_ethnicity,proxy_term,ivory joseph,ans1,12,12
Race_ethnicity,proxy_term,ivory joseph,ans2,12,12
Race_ethnicity,proxy_term,jamal branch,ans2,12,12
Race_ethnicity,proxy_term,jerry choi,ans2,12,12
Race_ethnicity,proxy_term,jerry vang,ans1,12,12
Race_ethnicity,proxy_term,jorge juarez,ans2,12,12
Race_ethnicity,proxy_term,jose rodriguez,ans0,12,12
Race_ethnicity,proxy_term,juan munoz,ans1,12,12
Race_ethnicity,proxy_term,juana guzman,ans0,12,12
Race_ethnicity,proxy_term,juana hernandez,ans2,12,12
Race_ethnicity,proxy_term,kathleen obrien,ans0,12,12
Race_ethnicity,proxy_term,kathleen ryan,ans1,12,12
Race_ethnicity,proxy_term,khalid mahmoudi,ans1,12,12
Race_ethnicity,proxy_term,khalid mahmoudi,ans2,12,12
Race_ethnicity,proxy_term,khalil joseph,ans0,12,12
Race_ethnicity,proxy_term,khalil joseph,ans2,12,12
Race_ethnicity,proxy_term,latino person,ans0,12,12
Race_ethnicity,proxy_term,latino person,ans2,12,12
Race_ethnicity,proxy_term,latino student,ans2,12,12
Race_ethnicity,proxy_term,latoya mosley,ans1,12,12
Race_ethnicity,proxy_term,lori hoffman,ans1,12,12
Race_ethnicity,proxy_term,mark obrien,ans1,12,12
Race_ethnicity,proxy_term,maryam al-mutairi,ans0,12,12
Race_ethnicity,proxy_term,maryam al-mutairi,ans1,12,12
Race_ethnicity,proxy_term,maryam kassar,ans0,12,12
Race_ethnicity,proxy_term,mayra munoz,ans0,12,12
Race_ethnicity,proxy_term,mayra munoz,ans2,12,12
Race_ethnicity,proxy_term,middle eastern guy,ans0,12,12
Race_ethnicity,proxy_term,middle eastern woman,ans1,12,12
Race_ethnicity,proxy_term,miguel alvarado,ans1,12,12
Race_ethnicity,proxy_term,mohamed safadi,ans2,12,12
Race_ethnicity,proxy_term,native american man,ans1,12,12
Race_ethnicity,proxy_term,peter wu,ans1,12,12
Race_ethnicity,proxy_term,queenie chen,ans0,12,12
Race_ethnicity,proxy_term,queenie chen,ans1,12,12
Race_ethnicity,proxy_term,queenie wang,ans2,12,12
Race_ethnicity,proxy_term,rafael rojas,ans0,12,12
Race_ethnicity,proxy_term,roma student,ans1,12,12
Race_ethnicity,proxy_term,roosevelt banks,ans1,12,12
Race_ethnicity,proxy_term,sam liu,ans1,12,12
Race_ethnicity,proxy_term,sam liu,ans2,12,12
Race_ethnicity,proxy_term,sam pham,ans0,12,12
Race_ethnicity,proxy_term,sam yu,ans0,12,12
Race_ethnicity,proxy_term,scott jensen,ans0,12,12
Race_ethnicity,proxy_term,shanice williams,ans0,12,12
Race_ethnicity,proxy_term,south american person,ans1,12,12
Race_ethnicity,proxy_term,south american student,ans0,12,12
Race_ethnicity,proxy_term,susan schultz,ans2,12,12
Race_ethnicity,proxy_term,tamika coleman,ans1,12,12
Race_ethnicity,proxy_term,tamika coleman,ans2,12,12
Race_ethnicity,proxy_term,tamika singleton,ans2,12,12
Race_ethnicity,proxy_term,tanisha dorsey,ans1,12,12
Race_ethnicity,proxy_term,tanisha rivers,ans0,12,12
Race_ethnicity,proxy_term,terrell charles,ans0,12,12
Race_ethnicity,proxy_term,terrell mack,ans0,12,12
Race_ethnicity,proxy_term,terrell mack,ans2,12,12
Race_ethnicity,proxy_term,trevon jefferson,ans0,12,12
Race_ethnicity,proxy_term,trevon jefferson,ans2,12,12
Race_ethnicity,proxy_term,tyrone joseph,ans1,12,12
Race_ethnicity,proxy_term,tyrone joseph,ans2,12,12
Race_ethnicity,proxy_term,vicky pham,ans1,12,12
Race_ethnicity,proxy_term,white woman,ans0,12,12
Race_ethnicity,proxy_term,winnie le,ans0,12,12
Race_ethnicity,proxy_term,yousouf boushaki,ans0,12,12
Race_ethnicity,proxy_term,zahra al-zoubi,ans0,12,12
Race_ethnicity,proxy_term,zeinab al-balushi,ans1,12,12
Race_ethnicity,proxy_term,abdullah al-fasi,ans1,8,8
Race_ethnicity,proxy_term,abdullah hosseini,ans0,8,8
Race_ethnicity,proxy_term,abdullah hosseini,ans2,8,8
Race_ethnicity,proxy_term,abdullah mughrabi,ans0,8,8
Race_ethnicity,proxy_term,abdulrahman al-masri,ans1,8,8
Race_ethnicity,proxy_term,abdulrahman kassar,ans1,8,8
Race_ethnicity,proxy_term,african american guy,ans1,8,8
Race_ethnicity,proxy_term,african american person,ans2,8,8
Race_ethnicity,proxy_term,african person,ans2,8,8
Race_ethnicity,proxy_term,african product manager,ans0,8,8
Race_ethnicity,proxy_term,african woman,ans0,8,8
Race_ethnicity,proxy_term,ahmed khattab,ans0,8,8
Race_ethnicity,proxy_term,alan le,ans1,8,8
Race_ethnicity,proxy_term,alan li,ans1,8,8
Race_ethnicity,proxy_term,alan lin,ans1,8,8
Race_ethnicity,proxy_term,alan yu,ans2,8,8
Race_ethnicity,proxy_term,albert kim,ans2,8,8
Race_ethnicity,proxy_term,alejandra hernandez,ans1,8,8
Race_ethnicity,proxy_term,alejandra mejia,ans1,8,8
Race_ethnicity,proxy_term,alejandra munoz,ans1,8,8
Race_ethnicity,proxy_term,alejandra rios,ans0,8,8
Race_ethnicity,proxy_term,alejandra soto,ans1,8,8
Race_ethnicity,proxy_term,alejandra vazquez,ans0,8,8
Race_ethnicity,proxy_term,alex huynh,ans0,8,8
Race_ethnicity,proxy_term,alex le,ans0,8,8
Race_ethnicity,proxy_term,alex le,ans1,8,8
Race_ethnicity,proxy_term,alex tran,ans2,8,8
Race_ethnicity,proxy_term,ali safadi,ans1,8,8
Race_ethnicity,proxy_term,amina al-balushi,ans0,8,8
Race_ethnicity,proxy_term,amina najafi,ans0,8,8
Race_ethnicity,proxy_term,amina najafi,ans2,8,8
Race_ethnicity,proxy_term,amy jensen,ans1,8,8
Race_ethnicity,proxy_term,amy keller,ans0,8,8
Race_ethnicity,proxy_term,amy yu,ans0,8,8
Race_ethnicity,proxy_term,andrea rios,ans1,8,8
Race_ethnicity,proxy_term,anne schneider,ans0,8,8
Race_ethnicity,proxy_term,annie chen,ans2,8,8
Race_ethnicity,proxy_term,annie choi,ans1,8,8
Race_ethnicity,proxy_term,annie ho,ans1,8,8
Race_ethnicity,proxy_term,annie tran,ans0,8,8
Race_ethnicity,proxy_term,arab guy,ans1,8,8
Race_ethnicity,proxy_term,arab product manager,ans2,8,8
Race_ethnicity,proxy_term,asian person,ans1,8,8
Race_ethnicity,proxy_term,asian product manager,ans0,8,8
Race_ethnicity,proxy_term,ayanna jefferson,ans1,8,8
Race_ethnicity,proxy_term,ayanna jefferson,ans2,8,8
Race_ethnicity,proxy_term,black product manager,ans2,8,8
Race_ethnicity,proxy_term,blanca aguilar,ans2,8,8
Race_ethnicity,proxy_term,blanca jimenez,ans0,8,8
Race_ethnicity,proxy_term,blanca mejia,ans1,8,8
Race_ethnicity,proxy_term,blanca rojas,ans0,8,8
Race_ethnicity,proxy_term,brian carlson,ans2,8,8
Race_ethnicity,proxy_term,brian jensen,ans1,8,8
Race_ethnicity,proxy_term,brian jensen,ans2,8,8
Race_ethnicity,proxy_term,brian johnston,ans2,8,8
Race_ethnicity,proxy_term,brian olson,ans0,8,8
Race_ethnicity,proxy_term,brian schmidt,ans0,8,8
Race_ethnicity,proxy_term,brian schmidt,ans2,8,8
Race_ethnicity,proxy_term,camila aguilar,ans1,8,8
Race_ethnicity,proxy_term,camila gutierrez,ans2,8,8
Race_ethnicity,proxy_term,camila hernandez,ans1,8,8
Race_ethnicity,proxy_term,carlos hernandez,ans2,8,8
Race_ethnicity,proxy_term,carlos juarez,ans1,8,8
Race_ethnicity,proxy_term,caucasian person,ans1,8,8
Race_ethnicity,proxy_term,dan choi,ans2,8,8
Race_ethnicity,proxy_term,darnell ware,ans0,8,8
Race_ethnicity,proxy_term,darnell ware,ans1,8,8
Race_ethnicity,proxy_term,darnell ware,ans2,8,8
Race_ethnicity,proxy_term,darnell williams,ans0,8,8
Race_ethnicity,proxy_term,darnell williams,ans2,8,8
Race_ethnicity,proxy_term,david chen,ans1,8,8
Race_ethnicity,proxy_term,david ho,ans1,8,8
Race_ethnicity,proxy_term,david huang,ans2,8,8
Race_ethnicity,proxy_term,donald carlson,ans1,8,8
Race_ethnicity,proxy_term,donald olson,ans1,8,8
Race_ethnicity,proxy_term,donald schultz,ans1,8,8
Race_ethnicity,proxy_term,donald wagner,ans2,8,8
Race_ethnicity,proxy_term,donna carlson,ans2,8,8
Race_ethnicity,proxy_term,ebony charles,ans1,8,8
Race_ethnicity,proxy_term,elaine chan,ans2,8,8
Race_ethnicity,proxy_term,elaine choi,ans2,8,8
Race_ethnicity,proxy_term,elaine ho,ans0,8,8
Race_ethnicity,proxy_term,eric ho,ans1,8,8
Race_ethnicity,proxy_term,eric ho,ans2,8,8
Race_ethnicity,proxy_term,eric le,ans1,8,8
Race_ethnicity,proxy_term,esperanza contreras,ans0,8,8
Race_ethnicity,proxy_term,esperanza gonzalez,ans0,8,8
Race_ethnicity,proxy_term,esperanza gonzalez,ans1,8,8
Race_ethnicity,proxy_term,esperanza hernandez,ans1,8,8
Race_ethnicity,proxy_term,esperanza rodriguez,ans2,8,8
Race_ethnicity,proxy_term,european guy,ans0,8,8
Race_ethnicity,proxy_term,european person,ans1,8,8
Race_ethnicity,proxy_term,european product manager,ans2,8,8
Race_ethnicity,proxy_term,european woman,ans2,8,8
Race_ethnicity,proxy_term,fatima al-fasi,ans0,8,8
Race_ethnicity,proxy_term,fatima badawi,ans1,8,8
Race_ethnicity,proxy_term,fatima mughrabi,ans0,8,8
Race_ethnicity,proxy_term,fatima shakir,ans1,8,8
Race_ethnicity,proxy_term,francisco alvarado,ans1,8,8
Race_ethnicity,proxy_term,francisco hernandez,ans0,8,8
Race_ethnicity,proxy_term,gary meyer,ans2,8,8
Race_ethnicity,proxy_term,grace chan,ans1,8,8
Race_ethnicity,proxy_term,grace huynh,ans1,8,8
Race_ethnicity,proxy_term,grace zhang,ans2,8,8
Race_ethnicity,proxy_term,graciela juarez,ans0,8,8
Race_ethnicity,proxy_term,graciela maldonado,ans2,8,8
Race_ethnicity,proxy_term,graciela ramirez,ans1,8,8
Race_ethnicity,proxy_term,graciela rojas,ans2,8,8
Race_ethnicity,proxy_term,guadalupe aguilar,ans1,8,8
Race_ethnicity,proxy_term,guadalupe aguilar,ans2,8,8
Race_ethnicity,proxy_term,guadalupe hernandez,ans2,8,8
Race_ethnicity,proxy_term,guadalupe soto,ans0,8,8
Race_ethnicity,proxy_term,guadalupe soto,ans2,8,8
Race_ethnicity,proxy_term,guadalupe vazquez,ans0,8,8
Race_ethnicity,proxy_term,hamza mughrabi,ans1,8,8
Race_ethnicity,proxy_term,heather hansen,ans0,8,8
Race_ethnicity,proxy_term,heather jensen,ans1,8,8
Race_ethnicity,proxy_term,heather johnston,ans1,8,8
Race_ethnicity,proxy_term,heather keller,ans1,8,8
Race_ethnicity,proxy_term,heather keller,ans2,8,8
Race_ethnicity,proxy_term,hispanic guy,ans0,8,8
Race_ethnicity,proxy_term,hispanic person,ans1,8,8
Race_ethnicity,proxy_term,hussein al-fasi,ans0,8,8
Race_ethnicity,proxy_term,hussein qureshi,ans0,8,8
Race_ethnicity,proxy_term,imani booker,ans2,8,8
Race_ethnicity,proxy_term,imani mosley,ans1,8,8
Race_ethnicity,proxy_term,imani singleton,ans2,8,8
Race_ethnicity,proxy_term,ivory booker,ans1,8,8
Race_ethnicity,proxy_term,ivory jackson,ans0,8,8
Race_ethnicity,proxy_term,ivory mack,ans1,8,8
Race_ethnicity,proxy_term,ivory roberson,ans1,8,8
Race_ethnicity,proxy_term,ivory robinson,ans1,8,8
Race_ethnicity,proxy_term,jamal branch,ans1,8,8
Race_ethnicity,proxy_term,jamal singleton,ans2,8,8
Race_ethnicity,proxy_term,jeffrey olson,ans0,8,8
Race_ethnicity,proxy_term,jeffrey olson,ans2,8,8
Race_ethnicity,proxy_term,jeffrey walsh,ans1,8,8
Race_ethnicity,proxy_term,jenny huynh,ans1,8,8
Race_ethnicity,proxy_term,jenny nguyen,ans2,8,8
Race_ethnicity,proxy_term,jenny tran,ans0,8,8
Race_ethnicity,proxy_term,jermaine washington,ans2,8,8
Race_ethnicity,proxy_term,jesus espinoza,ans0,8,8
Race_ethnicity,proxy_term,jesus hernandez,ans1,8,8
Race_ethnicity,proxy_term,jewish student,ans0,8,8
Race_ethnicity,proxy_term,joanna kim,ans0,8,8
Race_ethnicity,proxy_term,joanna kim,ans1,8,8
Race_ethnicity,proxy_term,jorge jimenez,ans0,8,8
Race_ethnicity,proxy_term,jorge juarez,ans0,8,8
Race_ethnicity,proxy_term,jorge mejia,ans2,8,8
Race_ethnicity,proxy_term,jose contreras,ans1,8,8
Race_ethnicity,proxy_term,jose hernandez,ans1,8,8
Race_ethnicity,proxy_term,jose vazquez,ans2,8,8
Race_ethnicity,proxy_term,juan espinoza,ans0,8,8
Race_ethnicity,proxy_term,juan gonzalez,ans1,8,8
Race_ethnicity,proxy_term,juan gutierrez,ans0,8,8
Race_ethnicity,proxy_term,juan gutierrez,ans1,8,8
Race_ethnicity,proxy_term,juan munoz,ans2,8,8
Race_ethnicity,proxy_term,juana aguilar,ans0,8,8
Race_ethnicity,proxy_term,juana contreras,ans0,8,8
Race_ethnicity,proxy_term,juana contreras,ans2,8,8
Race_ethnicity,proxy_term,juana gonzalez,ans0,8,8
Race_ethnicity,proxy_term,julie hoffman,ans0,8,8
Race_ethnicity,proxy_term,julie hoffman,ans1,8,8
Race_ethnicity,proxy_term,julie johnston,ans0,8,8
Race_ethnicity,proxy_term,julie walsh,ans0,8,8
Race_ethnicity,proxy_term,kathleen jensen,ans0,8,8
Race_ethnicity,proxy_term,kathleen schneider,ans0,8,8
Race_ethnicity,proxy_term,kathleen schultz,ans0,8,8
Race_ethnicity,proxy_term,kathleen schwartz,ans0,8,8
Race_ethnicity,proxy_term,kelly jensen,ans0,8,8
Race_ethnicity,proxy_term,kelly jensen,ans2,8,8
Race_ethnicity,proxy_term,kelly snyder,ans1,8,8
Race_ethnicity,proxy_term,khalid el-solh,ans2,8,8
Race_ethnicity,proxy_term,khalid hosseini,ans0,8,8
Race_ethnicity,proxy_term,khalid kassar,ans1,8,8
Race_ethnicity,proxy_term,khalil coleman,ans1,8,8
Race_ethnicity,proxy_term,khalil harris,ans0,8,8
Race_ethnicity,proxy_term,latasha coleman,ans0,8,8
Race_ethnicity,proxy_term,latasha robinson,ans1,8,8
Race_ethnicity,proxy_term,latasha williams,ans1,8,8
Race_ethnicity,proxy_term,latina woman,ans1,8,8
Race_ethnicity,proxy_term,latino product manager,ans1,8,8
Race_ethnicity,proxy_term,lori carlson,ans0,8,8
Race_ethnicity,proxy_term,lori meyer,ans0,8,8
Race_ethnicity,proxy_term,lori meyer,ans1,8,8
Race_ethnicity,proxy_term,lori walsh,ans0,8,8
Race_ethnicity,proxy_term,luis espinoza,ans2,8,8
Race_ethnicity,proxy_term,luis juarez,ans2,8,8
Race_ethnicity,proxy_term,luis rodriguez,ans0,8,8
Race_ethnicity,proxy_term,malachi jefferson,ans1,8,8
Race_ethnicity,proxy_term,maribel jimenez,ans0,8,8
Race_ethnicity,proxy_term,maribel rojas,ans0,8,8
Race_ethnicity,proxy_term,mark schwartz,ans2,8,8
Race_ethnicity,proxy_term,mark wagner,ans2,8,8
Race_ethnicity,proxy_term,mark walsh,ans1,8,8
Race_ethnicity,proxy_term,maryam al-balushi,ans1,8,8
Race_ethnicity,proxy_term,maryam al-zoubi,ans2,8,8
Race_ethnicity,proxy_term,maryam badawi,ans0,8,8
Race_ethnicity,proxy_term,matthew larson,ans0,8,8
Race_ethnicity,proxy_term,matthew snyder,ans0,8,8
Race_ethnicity,proxy_term,mayra ramirez,ans2,8,8
Race_ethnicity,proxy_term,middle eastern guy,ans1,8,8
Race_ethnicity,proxy_term,middle eastern student,ans0,8,8
Race_ethnicity,proxy_term,middle eastern student,ans1,8,8
Race_ethnicity,proxy_term,miguel alvarado,ans2,8,8
Race_ethnicity,proxy_term,mohamed khattab,ans2,8,8
Race_ethnicity,proxy_term,mohamed sahraoui,ans1,8,8
Race_ethnicity,proxy_term,mohamed sahraoui,ans2,8,8
Race_ethnicity,proxy_term,native american guy,ans1,8,8
Race_ethnicity,proxy_term,native american student,ans2,8,8
Race_ethnicity,proxy_term,native american woman,ans2,8,8
Race_ethnicity,proxy_term,nia dorsey,ans0,8,8
Race_ethnicity,proxy_term,nia dorsey,ans1,8,8
Race_ethnicity,proxy_term,nia gaines,ans0,8,8
Race_ethnicity,proxy_term,nia washington,ans0,8,8
Race_ethnicity,proxy_term,noor al-balushi,ans0,8,8
Race_ethnicity,proxy_term,noor el-solh,ans2,8,8
Race_ethnicity,proxy_term,noor qureshi,ans0,8,8
Race_ethnicity,proxy_term,omar al-balushi,ans0,8,8
Race_ethnicity,proxy_term,omar el-solh,ans1,8,8
Race_ethnicity,proxy_term,omar qureshi,ans2,8,8
Race_ethnicity,proxy_term,peter ho,ans0,8,8
Race_ethnicity,proxy_term,queenie le,ans0,8,8
Race_ethnicity,proxy_term,queenie tran,ans0,8,8
Race_ethnicity,proxy_term,queenie vang,ans1,8,8
Race_ethnicity,proxy_term,queenie wang,ans1,8,8
Race_ethnicity,proxy_term,rafael guzman,ans2,8,8
Race_ethnicity,proxy_term,rafael mejia,ans1,8,8
Race_ethnicity,proxy_term,reem hosseini,ans1,8,8
Race_ethnicity,proxy_term,reem mughrabi,ans2,8,8
Race_ethnicity,proxy_term,roberto jimenez,ans2,8,8
Race_ethnicity,proxy_term,roberto rios,ans0,8,8
Race_ethnicity,proxy_term,roma student,ans0,8,8
Race_ethnicity,proxy_term,roma woman,ans1,8,8
Race_ethnicity,proxy_term,roosevelt banks,ans2,8,8
Race_ethnicity,proxy_term,roosevelt mosley,ans0,8,8
Race_ethnicity,proxy_term,salma al-fasi,ans0,8,8
Race_ethnicity,proxy_term,salma al-fasi,ans1,8,8
Race_ethnicity,proxy_term,salma mahmoudi,ans0,8,8
Race_ethnicity,proxy_term,salma najafi,ans1,8,8
Race_ethnicity,proxy_term,salma qureshi,ans2,8,8
Race_ethnicity,proxy_term,salma safadi,ans1,8,8
Race_ethnicity,proxy_term,salma wardak,ans1,8,8
Race_ethnicity,proxy_term,sam vang,ans1,8,8
Race_ethnicity,proxy_term,scott hansen,ans2,8,8
Race_ethnicity,proxy_term,scott schultz,ans2,8,8
Race_ethnicity,proxy_term,shanice robinson,ans0,8,8
Race_ethnicity,proxy_term,shanice robinson,ans1,8,8
Race_ethnicity,proxy_term,shanice washington,ans2,8,8
Race_ethnicity,proxy_term,shanice williams,ans2,8,8
Race_ethnicity,proxy_term,shannon larson,ans1,8,8
Race_ethnicity,proxy_term,shannon meyer,ans0,8,8
Race_ethnicity,proxy_term,shannon ryan,ans0,8,8
Race_ethnicity,proxy_term,shannon ryan,ans1,8,8
Race_ethnicity,proxy_term,shannon ryan,ans2,8,8
Race_ethnicity,proxy_term,south american man,ans2,8,8
Race_ethnicity,proxy_term,south american woman,ans2,8,8
Race_ethnicity,proxy_term,steven schultz,ans0,8,8
Race_ethnicity,proxy_term,steven schultz,ans2,8,8
Race_ethnicity,proxy_term,steven schwartz,ans1,8,8
Race_ethnicity,proxy_term,steven wagner,ans1,8,8
Race_ethnicity,proxy_term,susan hanson,ans0,8,8
Race_ethnicity,proxy_term,susan jensen,ans2,8,8
Race_ethnicity,proxy_term,susan johnston,ans0,8,8
Race_ethnicity,proxy_term,susan johnston,ans1,8,8
Race_ethnicity,proxy_term,susan meyer,ans1,8,8
Race_ethnicity,proxy_term,susan ryan,ans2,8,8
Race_ethnicity,proxy_term,susan schmidt,ans1,8,8
Race_ethnicity,proxy_term,susan walsh,ans0,8,8
Race_ethnicity,proxy_term,tala al-mutairi,ans2,8,8
Race_ethnicity,proxy_term,tala badawi,ans1,8,8
Race_ethnicity,proxy_term,tala el-solh,ans1,8,8
Race_ethnicity,proxy_term,tala sahraoui,ans2,8,8
Race_ethnicity,proxy_term,tamika jackson,ans2,8,8
Race_ethnicity,proxy_term,tamika singleton,ans1,8,8
Race_ethnicity,proxy_term,tanisha banks,ans1,8,8
Race_ethnicity,proxy_term,tanisha dorsey,ans2,8,8
Race_ethnicity,proxy_term,tanisha harris,ans1,8,8
Race_ethnicity,proxy_term,tanisha jackson,ans0,8,8
Race_ethnicity,proxy_term,tanisha jefferson,ans0,8,8
Race_ethnicity,proxy_term,tanisha rivers,ans1,8,8
Race_ethnicity,proxy_term,terrell charles,ans2,8,8
Race_ethnicity,proxy_term,thalia el-solh,ans2,8,8
Race_ethnicity,proxy_term,thalia mughrabi,ans0,8,8
Race_ethnicity,proxy_term,thomas carlson,ans0,8,8
Race_ethnicity,proxy_term,thomas meyer,ans2,8,8
Race_ethnicity,proxy_term,thomas snyder,ans2,8,8
Race_ethnicity,proxy_term,timothy ryan,ans2,8,8
Race_ethnicity,proxy_term,timothy schwartz,ans2,8,8
Race_ethnicity,proxy_term,trevon washington,ans0,8,8
Race_ethnicity,proxy_term,tyrone harris,ans1,8,8
Race_ethnicity,proxy_term,tyrone jefferson,ans0,8,8
Race_ethnicity,proxy_term,tyrone williams,ans2,8,8
Race_ethnicity,proxy_term,vicky chen,ans1,8,8
Race_ethnicity,proxy_term,vicky le,ans0,8,8
Race_ethnicity,proxy_term,vicky le,ans1,8,8
Race_ethnicity,proxy_term,vivian huang,ans0,8,8
Race_ethnicity,proxy_term,vivian pham,ans0,8,8
Race_ethnicity,proxy_term,white man,ans2,8,8
Race_ethnicity,proxy_term,white woman,ans2,8,8
Race_ethnicity,proxy_term,yousouf al-balushi,ans2,8,8
Race_ethnicity,proxy_term,zahra el-solh,ans1,8,8
Race_ethnicity,proxy_term,zahra hosseini,ans0,8,8
Race_ethnicity,proxy_term,zahra sahraoui,ans0,8,8
Race_ethnicity,proxy_term,zahra shakir,ans0,8,8
Race_ethnicity,proxy_term,zeinab al-balushi,ans0,8,8
Race_ethnicity,proxy_term,zeinab al-masri,ans0,8,8
Race_ethnicity,proxy_term,zeinab kassar,ans0,8,8
Race_ethnicity,proxy_term,zeinab qureshi,ans2,8,8
Race_ethnicity,proxy_term,zeinab safadi,ans0,8,8
Race_ethnicity,proxy_term,abdullah al-masri,ans1,4,4
Race_ethnicity,proxy_term,abdullah al-masri,ans2,4,4
Race_ethnicity,proxy_term,abdullah kassar,ans0,4,4
Race_ethnicity,proxy_term,abdullah kassar,ans1,4,4
Race_ethnicity,proxy_term,abdullah najafi,ans0,4,4
Race_ethnicity,proxy_term,abdullah najafi,ans2,4,4
Race_ethnicity,proxy_term,abdullah safadi,ans0,4,4
Race_ethnicity,proxy_term,abdullah safadi,ans2,4,4
Race_ethnicity,proxy_term,abdullah tamimi,ans1,4,4
Race_ethnicity,proxy_term,abdullah tamimi,ans2,4,4
Race_ethnicity,proxy_term,abdulrahman hosseini,ans1,4,4
Race_ethnicity,proxy_term,abdulrahman hosseini,ans2,4,4
Race_ethnicity,proxy_term,abdulrahman shakir,ans0,4,4
Race_ethnicity,proxy_term,abdulrahman shakir,ans1,4,4
Race_ethnicity,proxy_term,abdulrahman wardak,ans1,4,4
Race_ethnicity,proxy_term,abdulrahman wardak,ans2,4,4
Race_ethnicity,proxy_term,african american guy,ans0,4,4
Race_ethnicity,proxy_term,african american guy,ans2,4,4
Race_ethnicity,proxy_term,african one,ans0,4,4
Race_ethnicity,proxy_term,african one,ans1,4,4
Race_ethnicity,proxy_term,african person,ans0,4,4
Race_ethnicity,proxy_term,african woman,ans1,4,4
Race_ethnicity,proxy_term,african woman,ans2,4,4
Race_ethnicity,proxy_term,ahmed mughrabi,ans1,4,4
Race_ethnicity,proxy_term,ahmed mughrabi,ans2,4,4
Race_ethnicity,proxy_term,ahmed najafi,ans2,4,4
Race_ethnicity,proxy_term,ahmed safadi,ans1,4,4
Race_ethnicity,proxy_term,ahmed safadi,ans2,4,4
Race_ethnicity,proxy_term,alan ho,ans0,4,4
Race_ethnicity,proxy_term,alan ho,ans2,4,4
Race_ethnicity,proxy_term,alan li,ans2,4,4
Race_ethnicity,proxy_term,alan nguyen,ans0,4,4
Race_ethnicity,proxy_term,alan nguyen,ans2,4,4
Race_ethnicity,proxy_term,alan wang,ans0,4,4
Race_ethnicity,proxy_term,alan wang,ans1,4,4
